NAME,SIZE,LOCATION_HQ,INDUSTRY,RATING_OVERALL,RATING_DI,RATING_CV,RATING_WL,RATING_SM,RATING_CB,RATING_CO,NUM_REVIEWS,DESCRIPTION,MISSION
BASF,10000+ Employees,"Florham Park, NJ",Chemical Manufacturing,,,,,,,,"See All 3,507 Reviews","Welcome! We are BASF and we are happy to see you are considering us as an employer of choice. We thought we would take a moment to introduce a bit about what we do!

For starters, we are connect through six main segments, made of 11 divisions, many of which overlap to optimize our portfolio and market share. So not only are our products sustainable but our company is too!

While our company is diverse in many ways our overall reason for being is the same. We create chemistry for a sustainable future, through The Power of Connected Minds, every day for our customers and for YOU!

At a Glance

Our Chemicals segment is the cornerstone to BASF's proprietary Verbund System. What in the world is a Verbund system? We're glad you asked. The driving principle is to responsibly add value by reducing emissions, waste and resource consumption while creating the highest quality solutions.

In the Materials world we develop products that cushion every step you take in leading high performance footwear to the resins which are used in manufacturing laminate flooring in your homes and offices. We focus on creating sustainable solutions for unmet needs.

Our Industrial solutions team puts BASF at the top of the leader board as a global supplier of raw materials used in construction, glue, adhesives, printing and packaging. We also dabble in engine coolants, break fluids and even some of the materials in the electronic devices your using to surf the web right now.

Our Surface Technology group is off to the races consistently re-engineering Catalyst to meet fuel emissions standards for your vehicles, while simultaneously seeking more sustainable solutions by developing next-generation battery materials for electric vehicles. They rely on crosslinking technologies to produce eco-efficient coatings which has allowed BASF to rank among the top 3 manufactures in this space. We also should make mention of our globally recognized precious metal expert team focused on responsible recycling and refining solutions.

Nutrition and Care, we do that too! Our Care Chemicals folks thrive on scientific excellence offering high-quality sustainable ingredients found in your household cleaning products, detergents and industrial formulas . We are the largest provider of ingredients in natural cosmetics industry today. Given our inclusive environment we couldn’t forget the little people, so we developed a renewable resource that is extremely gentle on baby skin, used in many bath time soaps and tear-free shampoos you use on kids today. Our Nutrition & Health team develop natural ingredients used in your favorite flavors & fragrances, the food you feed your pets and vitamins you take. By harnessing the power of nature along with our unique patented technology our Pharmaceutical team can create a broad range of specialty products with the highest quality for our customers.

Our Agricultural Solutions team uses digital solutions to ensure a scientific approach to the sustainable farming products like the fruits & veggies you have in your kitchen. Our customers rely heavily on these precision technologies and digitalization to seize future innovation opportunities. Another fun fact is we contribute heavily to the fashion industry with our US based sustainable cotton program which meets customer demand of a more sustainable supply chain.

Tale a few moments and click around to find out more about how you #belong@BASF!","Mission: We create chemistry for a sustainable future. Our diverse teams are focused on finding creative, useful solutions for our customers, by communicating openly, pioneering responsible thinking, and, in doing so, acting and thinking entrepreneurially.

The world need sustainable solutions to solve future problems, WE NEED YOU!"
Google,10000+ Employees,"Mountain View, CA",Internet,,,,,,,,"See All 18,362 Reviews",N/A,N/A
Microsoft,10000+ Employees,"Redmond, WA",Computer Hardware & Software,,,,,,,,"See All 29,392 Reviews","Our drive to change the world unites us!

Microsoft is the ideal place for people who have passion for their work and the desire to make an impact—in their careers, in the community and on the world. Microsoft is a unique company; and not just within the tech industry. Here, smart people thrive on their own terms and push their intelligence to its limit. The variety of job opportunities and career advancement at Microsoft is incredible and empowers you to constantly challenge yourself and chart your own course.",N/A
Apple,10000+ Employees,"Cupertino, CA",Computer Hardware & Software,,,,,,,,"See All 20,850 Reviews","We’re a diverse collection of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. The people who work here have reinvented entire industries with the Mac, iPhone, iPad, and Apple Watch, as well as with services, including iTunes, the App Store, Apple Music, and Apple Pay. And the same passion for innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it.",N/A
Cisco Systems,10000+ Employees,"San Jose, CA",Computer Hardware & Software,,,,,,,,"See All 21,804 Reviews","#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!","Mission: Cisco wants you to bring your uniqueness, join teams to solve challenges, and work together to get results. Be you, with us! #WeAreCisco!

Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward."
US Air Force,10000+ Employees,"Washington, DC",Federal Agencies,,,,,,,,"See All 16,597 Reviews","The mission of the US Department of the Air Force is to fly, fight, and win -- in air, space, and cyberspace. Along with the Army, Navy, and Marine Corps, the US Air Force is a major military branch of the US Department of Defense responsible for defending the US and its interests through aerial, space, and cyber warfare. The agency includes more than a dozen major commands, including the Air Force Reserve and Air National Guard. It also consists of field operating agencies and direct reporting units, which are typically assigned to specialized missions. It has more than 150,000 civilian employees and 330,000 active duty personnel, some of whom are deployed in Afghanistan, Iraq, and the Asia/Pacific region.",N/A
Capital One,10000+ Employees,"Mc Lean, VA",Banks & Credit Unions,,,,,,,,"See All 9,224 Reviews","Capital One is where professional achievement meets personal satisfaction. Here, every day is another chance to do meaningful work and disrupt an entire industry in positive ways—while getting the opportunities, support and benefits you need.

Compassionate and curious. Inspirational and energized. That’s #LifeAtCapitalOne. Discover it for yourself today.","Mission: Capital One is an equal opportunity employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, sexual orientation, gender identity, protected veteran status, disability or other protected status."
Qualcomm,10000+ Employees,"San Diego, CA",Computer Hardware & Software,,,,,,,,"See All 6,804 Reviews","We’re looking for inventive minds to help fuel what’s next in 5G.

Qualcomm is the wireless technology innovator and the company of inventors that unlocked 5G. We’re ushering in an age of rapid acceleration in wireless connectivity that’s transforming entire industries and enriching lives on a global scale. From smartphones to smart homes, mobile PCs to automotive, gaming to XR/VR/AR, and audio to factories of the future, 5G may be the most important technological development of the 21 st century — and Qualcomm is leading the way.

But this is just the beginning. It takes brilliant minds with diverse skills, backgrounds, and cultures to transform 5G’s potential into world-changing technologies and products. This is the Invention Age — and this is where you come in.",N/A
Intel Corporation,10000+ Employees,"Santa Clara, CA",Computer Hardware & Software,,,,,,,,"See All 17,699 Reviews","Intel’s mission is to shape the future of technology to help create a better future for the entire world. By pushing forward in fields like AI, analytics and cloud-to-edge technology, Intel’s work is at the heart of countless innovations. From major breakthroughs like self-driving cars and rebuilding the coral reefs, to things that make everyday life better like blockbuster effects and improved shopping experiences — they’re all powered by Intel technology. With a career at Intel, you have the opportunity to help make the future more wonderful for everyone.

Join us.",N/A
Bank of America,10000+ Employees,"Charlotte, NC",Banks & Credit Unions,,,,,,,,"See All 26,088 Reviews","Bank of America is one of the world's largest financial institutions, serving individuals, small- and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. The company serves approximately 56 million U.S. consumer and small business relationships. It is among the world's leading wealth management companies and is a global leader in corporate and investment banking and trading.",N/A
Accenture,10000+ Employees,"Dublin, Ireland",Consulting,,,,,,,,"See All 73,977 Reviews","Las expectativas de nuestros clientes no dejan de crecer. La IA está transformando el mercado. Los sistemas se optimizan de forma automática. Las consecuencias de la era post-digital parecen no tener fin y la necesidad de combinar nuevas ideas con tecnologías inteligentes nunca ha sido tan urgente..

Para construir el futuro necesitas conocimiento especializado. Por eso, en Accenture, trabajamos con nuestros clientes para convertir la innovación en resultados tangibles mientras se transforman y hacen crecer sus organizaciones. Descubre cómo trabajamos con compañías de todos los sectores, alrededor del mundo, para crear ""lo Nuevo"". Ahora.",N/A
Google,10000+ Employees,"Mountain View, CA",Internet,,,,,,,,"See All 18,367 Reviews",N/A,N/A
Microsoft,10000+ Employees,"Redmond, WA",Computer Hardware & Software,,,,,,,,"See All 29,390 Reviews",N/A,N/A
Apple,10000+ Employees,"Cupertino, CA",Computer Hardware & Software,,,,,,,,"See All 20,848 Reviews","We’re a diverse collective of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. The people who work here have reinvented entire industries with the Mac, iPhone, iPad, and Apple Watch, as well as with services, including Apple TV, the App Store, Apple Music, and Apple Pay. And the same innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it.

Every new product we invent, service we create, or store we open is the result of people working together to make each other’s ideas stronger. That happens here because every one of us strives toward a common goal — creating the best customer experiences. So bring your passion, courage, and original thinking and get ready to share it. This is where your work can make a difference in people’s lives. Including your own.",N/A
US Air Force,10000+ Employees,"Washington, DC",Federal Agencies,,,,,,,,"See All 16,600 Reviews","The mission of the US Department of the Air Force is to fly, fight, and win -- in air, space, and cyberspace. Along with the Army, Navy, and Marine Corps, the US Air Force is a major military branch of the US Department of Defense responsible for defending the US and its interests through aerial, space, and cyber warfare. The agency includes more than a dozen major commands, including the Air Force Reserve and Air National Guard. It also consists of field operating agencies and direct reporting units, which are typically assigned to specialized missions. It has more than 150,000 civilian employees and 330,000 active duty personnel, some of whom are deployed in Afghanistan, Iraq, and the Asia/Pacific region.",N/A
Cisco Systems,10000+ Employees,"San Jose, CA",Computer Hardware & Software,,,,,,,,"See All 21,804 Reviews","#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!","Mission: Cisco wants you to bring your uniqueness, join teams to solve challenges, and work together to get results. Be you, with us! #WeAreCisco!

Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward."
Capital One,10000+ Employees,"Mc Lean, VA",Banks & Credit Unions,,,,,,,,"See All 9,223 Reviews","Capital One is where professional achievement meets personal satisfaction. Here, every day is another chance to do meaningful work and disrupt an entire industry in positive ways—while getting the opportunities, support and benefits you need.

Compassionate and curious. Inspirational and energized. That’s #LifeAtCapitalOne. Discover it for yourself today.","Mission: Capital One is an equal opportunity employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, sexual orientation, gender identity, protected veteran status, disability or other protected status."
Qualcomm,10000+ Employees,"San Diego, CA",Computer Hardware & Software,,,,,,,,"See All 6,804 Reviews","We’re looking for inventive minds to help fuel what’s next in 5G.

Qualcomm is the wireless technology innovator and the company of inventors that unlocked 5G. We’re ushering in an age of rapid acceleration in wireless connectivity that’s transforming entire industries and enriching lives on a global scale. From smartphones to smart homes, mobile PCs to automotive, gaming to XR/VR/AR, and audio to factories of the future, 5G may be the most important technological development of the 21 st century — and Qualcomm is leading the way.

But this is just the beginning. It takes brilliant minds with diverse skills, backgrounds, and cultures to transform 5G’s potential into world-changing technologies and products. This is the Invention Age — and this is where you come in.",N/A
Intel Corporation,10000+ Employees,"Santa Clara, CA",Computer Hardware & Software,,,,,,,,"See All 17,700 Reviews","Intel’s mission is to shape the future of technology to help create a better future for the entire world. By pushing forward in fields like AI, analytics and cloud-to-edge technology, Intel’s work is at the heart of countless innovations. From major breakthroughs like self-driving cars and rebuilding the coral reefs, to things that make everyday life better like blockbuster effects and improved shopping experiences — they’re all powered by Intel technology. With a career at Intel, you have the opportunity to help make the future more wonderful for everyone.

Join us.",N/A
Bank of America,10000+ Employees,"Charlotte, NC",Banks & Credit Unions,,,,,,,,"See All 26,090 Reviews","Bank of America is one of the world's largest financial institutions, serving individuals, small- and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. The company serves approximately 56 million U.S. consumer and small business relationships. It is among the world's leading wealth management companies and is a global leader in corporate and investment banking and trading.",N/A
Accenture,10000+ Employees,"Dublin, Ireland",Consulting,,,,,,,,"See All 73,975 Reviews","Las expectativas de nuestros clientes no dejan de crecer. La IA está transformando el mercado. Los sistemas se optimizan de forma automática. Las consecuencias de la era post-digital parecen no tener fin y la necesidad de combinar nuevas ideas con tecnologías inteligentes nunca ha sido tan urgente..

Para construir el futuro necesitas conocimiento especializado. Por eso, en Accenture, trabajamos con nuestros clientes para convertir la innovación en resultados tangibles mientras se transforman y hacen crecer sus organizaciones. Descubre cómo trabajamos con compañías de todos los sectores, alrededor del mundo, para crear ""lo Nuevo"". Ahora.",N/A
"Covance
Part of Labcorp",10000+ Employees,"Burlington, NC",Biotech & Pharmaceuticals,,,,,,,,"See All 2,206 Reviews","Covance, a business segment of Labcorp, is recognized as a leader in drug development, medical device, diagnostics, crop protection and chemical testing because of our exceptional people. We embrace and celebrate the different strengths, experiences and perspectives of our nearly 65,000 enterprise team members across the globe. Our team is driven by our mission to improve health and improve lives. Here, you can play a role in bringing new scientific discoveries to life and make a difference in the lives of millions. And, with our comprehensive service portfolio, you’ll have the opportunity to explore diverse projects and unique career paths across life science. Join us and discover your extraordinary potential.",N/A
HSBC Holdings,10000+ Employees,"London, United Kingdom",Banks & Credit Unions,,,,,,,,"See All 15,808 Reviews","HSBC would be a real alphabet soup if the company's name reflected its geographic diversity. One of the world's largest banking groups by assets, HSBC Holdings owns subsidiaries throughout Europe, Hong Kong and the rest of the Asia/Pacific region, the Middle East and Africa, and the Americas. All told, the company has some 7,500 locations in more than 80 countries. Its activities include consumer and commercial banking, credit cards, private banking, investment banking, and leasing. Its North American operations comprise HSBC USA, HSBC Bank Canada, HSBC Bank Bermuda, and Grupo Financiero HSBC in Mexico.",N/A
Bechtel,10000+ Employees,"Reston, VA",Architectural & Engineering Services,,,,,,,,"See All 1,656 Reviews","Bechtel is one of the world’s most respected global engineering, construction, and project management organizations. Together with our customers, we deliver landmark projects that foster long-term progress and economic growth.

Since 1898, we’ve completed more than 25,000 extraordinary projects across 160 countries on all seven continents. We operate through four global businesses: Infrastructure; Nuclear, Security & Environmental; Oil, Gas & Chemicals; and Mining & Metals.",N/A
Amdocs,10000+ Employees,"Chesterfield, MO",Enterprise Software & Network Solutions,,,,,,,,"See All 6,438 Reviews","Amdocs is a leader in one of the world’s most dynamic industries. We continuously reinvent ourselves, creating a culture of innovation and many opportunities for our people to grow and develop.
Our people make an impact on the world. They are passionate, they see beyond limits and are not afraid to dare. They work on the world’s most exciting digital transformations. And they have fun.",N/A
JLL,10000+ Employees,"Chicago, IL",Real Estate,,,,,,,,"See All 4,754 Reviews","We’re JLL. Our vision is to reimagine the world of real estate, creating rewarding opportunities and amazing spaces where people can achieve their ambitions. In doing so, we will build a better tomorrow for our clients, our people and our communities.

We're a Fortune 500 company with nearly 300 corporate offices, operations in over 80 countries and a global workforce of 86,000.

Our US business is part of our Americas business region. Americas business operates in the United States, Argentina, Brazil, Canada, Chile, Colombia, Mexico and Puerto Rico. The Americas region is led by Greg O'Brien, regional CEO. Our Americas Executive Leadership Team is listed on our official JLL Americas site at jll.com.",N/A
Schlumberger,10000+ Employees,"Houston, TX",Oil & Gas Services,,,,,,,,"See All 7,483 Reviews","No sleeper, Schlumberger (pronounced SHLUM-ber-ZHAY) is one of the world's largest oilfield services companies, along with Halliburton. It provides a full range of services, including seismic surveys, formation evaluation, drilling technologies and equipment, cementing, well construction and completion, and project management. Schlumberger also provides reservoir evaluation, development, and management services, and is developing new technologies for reservoir optimization. Through its WesternGeco business, the company provides seismic and other surveying services to customers worldwide. In 2010 Schlumberger acquired drilling services giant Smith International in deal valued at $11 billion.",N/A
Willis Towers Watson,10000+ Employees,"London, United Kingdom",Consulting,,,,,,,,"See All 3,977 Reviews","We’re Willis Towers Watson: a leading global advisory, broking and solutions company. Our people work together to influence every aspect of our clients’ businesses and push our industry forward. You can too. We design and deliver solutions that manage risk, optimize benefits, cultivate talent, and expand the power of capital to protect and strengthen institutions and individuals. Our unique perspective allows us to see the critical intersections between talent, assets and ideas — the dynamic formula that drives business performance.

Learn more about our opportunities at careers.willistowerswatson.com",N/A
Google,10000+ Employees,"Mountain View, CA",Internet,,,,,,,,"See All 18,363 Reviews","Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards.

Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit careers.google.com.",N/A
Microsoft,10000+ Employees,"Redmond, WA",Computer Hardware & Software,,,,,,,,"See All 29,390 Reviews","Our drive to change the world unites us!

Microsoft is the ideal place for people who have passion for their work and the desire to make an impact—in their careers, in the community and on the world. Microsoft is a unique company; and not just within the tech industry. Here, smart people thrive on their own terms and push their intelligence to its limit. The variety of job opportunities and career advancement at Microsoft is incredible and empowers you to constantly challenge yourself and chart your own course.",N/A
Apple,10000+ Employees,"Cupertino, CA",Computer Hardware & Software,,,,,,,,"See All 20,848 Reviews","We’re a diverse collective of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. The people who work here have reinvented entire industries with the Mac, iPhone, iPad, and Apple Watch, as well as with services, including Apple TV, the App Store, Apple Music, and Apple Pay. And the same innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it.

Every new product we invent, service we create, or store we open is the result of people working together to make each other’s ideas stronger. That happens here because every one of us strives toward a common goal — creating the best customer experiences. So bring your passion, courage, and original thinking and get ready to share it. This is where your work can make a difference in people’s lives. Including your own.",N/A
Cisco Systems,10000+ Employees,"San Jose, CA",Computer Hardware & Software,,,,,,,,"See All 21,808 Reviews","Our edge doesn’t come from technology, but from our people! From entertainment, retail, healthcare, and education, to public and private sectors, smart cities, and everyday devices, we strive for an inclusive culture that has earned Cisco recognition as a multinational Great Place To Work. Leading in 12 of 18 markets, Cisco is building teams around the globe - expanding our technology solutions in the Mobile, Cloud, Security, IT, and Big Data spaces, including Software, Sales, and Consulting Services. We are focused on innovation, collaboration, and transformation to allow Cisco to connect what's been previously unconnected around the world. Cisco's Corporate Functions directly shape our future by acting as key business partners. These areas are core to successfully running our organization with the future in mind — Legal, Corporate Development, Global Business Services, HR, Finance IT, Global Marketing Services, and Supply Chain. So come and be you, with us! #WeAreCisco","Mission: Cisco wants you to bring your uniqueness, join teams to solve challenges, and work together to get results. Be you, with us! #WeAreCisco! We connect everything – people, process, data and things – and use those connections to change our world for the better. We innovate everywhere to create fresh ideas and possibilities. Bold risks shape the future. We understand every failure is a success if we learn from it. We make a meaningful difference for our people, our customers and the world around us."
US Air Force,10000+ Employees,"Washington, DC",Federal Agencies,,,,,,,,"See All 16,600 Reviews","The mission of the US Department of the Air Force is to fly, fight, and win -- in air, space, and cyberspace. Along with the Army, Navy, and Marine Corps, the US Air Force is a major military branch of the US Department of Defense responsible for defending the US and its interests through aerial, space, and cyber warfare. The agency includes more than a dozen major commands, including the Air Force Reserve and Air National Guard. It also consists of field operating agencies and direct reporting units, which are typically assigned to specialized missions. It has more than 150,000 civilian employees and 330,000 active duty personnel, some of whom are deployed in Afghanistan, Iraq, and the Asia/Pacific region.",N/A
Capital One,10000+ Employees,"Mc Lean, VA",Banks & Credit Unions,,,,,,,,"See All 9,223 Reviews","Capital One is where professional achievement meets personal satisfaction. Here, every day is another chance to do meaningful work and disrupt an entire industry in positive ways—while getting the opportunities, support and benefits you need.

Compassionate and curious. Inspirational and energized. That’s #LifeAtCapitalOne. Discover it for yourself today.","Mission: Capital One is an equal opportunity employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, sexual orientation, gender identity, protected veteran status, disability or other protected status."
Qualcomm,10000+ Employees,"San Diego, CA",Computer Hardware & Software,,,,,,,,"See All 6,804 Reviews","We’re looking for inventive minds to help fuel what’s next in 5G.

Qualcomm is the wireless technology innovator and the company of inventors that unlocked 5G. We’re ushering in an age of rapid acceleration in wireless connectivity that’s transforming entire industries and enriching lives on a global scale. From smartphones to smart homes, mobile PCs to automotive, gaming to XR/VR/AR, and audio to factories of the future, 5G may be the most important technological development of the 21 st century — and Qualcomm is leading the way.

But this is just the beginning. It takes brilliant minds with diverse skills, backgrounds, and cultures to transform 5G’s potential into world-changing technologies and products. This is the Invention Age — and this is where you come in.",N/A
Intel Corporation,10000+ Employees,"Santa Clara, CA",Computer Hardware & Software,,,,,,,,"See All 17,700 Reviews","Intel’s mission is to shape the future of technology to help create a better future for the entire world. By pushing forward in fields like AI, analytics and cloud-to-edge technology, Intel’s work is at the heart of countless innovations. From major breakthroughs like self-driving cars and rebuilding the coral reefs, to things that make everyday life better like blockbuster effects and improved shopping experiences — they’re all powered by Intel technology. With a career at Intel, you have the opportunity to help make the future more wonderful for everyone.

Join us.",N/A
Bank of America,10000+ Employees,"Charlotte, NC",Banks & Credit Unions,,,,,,,,"See All 26,090 Reviews","Bank of America is one of the world's largest financial institutions, serving individuals, small- and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. The company serves approximately 56 million U.S. consumer and small business relationships. It is among the world's leading wealth management companies and is a global leader in corporate and investment banking and trading.",N/A
Accenture,10000+ Employees,"Dublin, Ireland",Consulting,,,,,,,,"See All 73,977 Reviews","Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 500,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com.",N/A
Google,10000+ Employees,"Mountain View, CA",Internet,,,,,,,,"See All 18,363 Reviews","Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards.

Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit careers.google.com.",N/A
Microsoft,10000+ Employees,"Redmond, WA",Computer Hardware & Software,4.4,4.4,4.3,4.1,4.0,4.1,4.1,"See All 29,392 Reviews","Our drive to change the world unites us!

Microsoft is the ideal place for people who have passion for their work and the desire to make an impact—in their careers, in the community and on the world. Microsoft is a unique company; and not just within the tech industry. Here, smart people thrive on their own terms and push their intelligence to its limit. The variety of job opportunities and career advancement at Microsoft is incredible and empowers you to constantly challenge yourself and chart your own course.",N/A
Apple,10000+ Employees,"Cupertino, CA",Computer Hardware & Software,4.3,4.4,4.3,3.7,3.7,4.3,3.8,"See All 20,851 Reviews","We’re a diverse collective of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. The people who work here have reinvented entire industries with the Mac, iPhone, iPad, and Apple Watch, as well as with services, including Apple TV, the App Store, Apple Music, and Apple Pay. And the same innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it.

Every new product we invent, service we create, or store we open is the result of people working together to make each other’s ideas stronger. That happens here because every one of us strives toward a common goal — creating the best customer experiences. So bring your passion, courage, and original thinking and get ready to share it. This is where your work can make a difference in people’s lives. Including your own.",N/A
US Air Force,10000+ Employees,"Washington, DC",Federal Agencies,4.2,4.2,4.0,3.3,3.4,4.3,4.2,"See All 16,600 Reviews","The mission of the US Department of the Air Force is to fly, fight, and win -- in air, space, and cyberspace. Along with the Army, Navy, and Marine Corps, the US Air Force is a major military branch of the US Department of Defense responsible for defending the US and its interests through aerial, space, and cyber warfare. The agency includes more than a dozen major commands, including the Air Force Reserve and Air National Guard. It also consists of field operating agencies and direct reporting units, which are typically assigned to specialized missions. It has more than 150,000 civilian employees and 330,000 active duty personnel, some of whom are deployed in Afghanistan, Iraq, and the Asia/Pacific region.",N/A
Cisco Systems,10000+ Employees,"San Jose, CA",Computer Hardware & Software,4.2,4.3,4.3,4.2,3.8,4.1,3.9,"See All 21,809 Reviews","#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!","Mission: Cisco wants you to bring your uniqueness, join teams to solve challenges, and work together to get results. Be you, with us! #WeAreCisco!

Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward."
Capital One,10000+ Employees,"Mc Lean, VA",Banks & Credit Unions,4.1,4.2,4.1,4.1,3.6,4.2,3.7,"See All 9,223 Reviews","Capital One is where professional achievement meets personal satisfaction. Here, every day is another chance to do meaningful work and disrupt an entire industry in positive ways—while getting the opportunities, support and benefits you need.

Compassionate and curious. Inspirational and energized. That’s #LifeAtCapitalOne. Discover it for yourself today.","Mission: Capital One is an equal opportunity employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, sexual orientation, gender identity, protected veteran status, disability or other protected status."
Qualcomm,10000+ Employees,"San Diego, CA",Computer Hardware & Software,4.1,3.9,3.8,3.4,3.6,4.1,4.0,"See All 6,804 Reviews","We’re looking for inventive minds to help fuel what’s next in 5G.

Qualcomm is the wireless technology innovator and the company of inventors that unlocked 5G. We’re ushering in an age of rapid acceleration in wireless connectivity that’s transforming entire industries and enriching lives on a global scale. From smartphones to smart homes, mobile PCs to automotive, gaming to XR/VR/AR, and audio to factories of the future, 5G may be the most important technological development of the 21 st century — and Qualcomm is leading the way.

But this is just the beginning. It takes brilliant minds with diverse skills, backgrounds, and cultures to transform 5G’s potential into world-changing technologies and products. This is the Invention Age — and this is where you come in.",N/A
Intel Corporation,10000+ Employees,"Santa Clara, CA",Computer Hardware & Software,4.1,4.4,4.1,4.0,3.5,4.0,3.9,"See All 17,699 Reviews","Intel’s mission is to shape the future of technology to help create a better future for the entire world. By pushing forward in fields like AI, analytics and cloud-to-edge technology, Intel’s work is at the heart of countless innovations. From major breakthroughs like self-driving cars and rebuilding the coral reefs, to things that make everyday life better like blockbuster effects and improved shopping experiences — they’re all powered by Intel technology. With a career at Intel, you have the opportunity to help make the future more wonderful for everyone.

Join us.",N/A
Bank of America,10000+ Employees,"Charlotte, NC",Banks & Credit Unions,4.0,4.3,4.0,3.8,3.5,4.0,3.8,"See All 26,089 Reviews","Bank of America is one of the world's largest financial institutions, serving individuals, small- and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. The company serves approximately 56 million U.S. consumer and small business relationships. It is among the world's leading wealth management companies and is a global leader in corporate and investment banking and trading.",N/A
