NAME,SIZE,LOCATION_HQ,INDUSTRY,RATING_OVERALL,RATING_DI,RATING_CV,RATING_WL,RATING_SM,RATING_CB,RATING_CO,NUM_REVIEWS,DESCRIPTION,MISSION
Wall Street Journal,Unknown,"New York, NY",Publishing,3.4,5.0,2.9,2.8,2.5,3.7,2.7,See All 236 Reviews,"The Wall Street Journal enables readers to take part in an international conversation on business, politics, technology, and culture. It presents unparalleled news reporting from more than 1,800 journalists in 45 countries, and it boasts a community of more than 36 million digital visitors per month worldwide. WSJ.com’s global digital offerings are edited locally to provide regionally relevant news to readers from across the globe.

The Wall Street Journal was founded in 1889 by Charles Henry Dow, Edward Davis Jones, and Charles Milford Bergstresser. Dow Jones is a subsidiary of Rupert Murdoch's News Corporation.",N/A
Sita Corp,1 to 50 Employees,"Somerset, NJ",Accounting,3.4,3.7,3.3,3.3,3.2,3.2,3.4,See All 48 Reviews,"SITA provides a variety of information technology services that include systems integration, consulting, software implementation, and outsourcing. The company specializes in customizing enterprise resource planning and business process management software products from SAP for business in the US and Canada. SITA also offers such proprietary applications as Sojourner (wireless SAP integration) and FormsGen (digital documents customization). the company serves such industries as chemicals, oil and gas, pharmaceuticals, and retail. Customers have included adidas, Burton Snowboards, and Cornell University. President and CEO Rom Reddy founded SITA in 1993.",N/A
Kids ‘R’ Kids,1 to 50 Employees,"Duluth, GA",Preschool & Child Care,3.4,3.5,3.4,3.2,3.0,2.7,3.1,See All 353 Reviews,"Kids ‘R’ Kids Learning Academy is fully accredited and offers the ultimate foundation for your child. We are very proud to provide the most effective educational programs and innovative facilities for children 6 weeks through 12 years of age.

Our exclusive line of curriculum is designed specifically for every developmental stage of education with theme-based units, specific learning activities and teacher-friendly lesson plans. As a parent, rest assured your child is benefiting and advancing from the most innovative curriculum available.","Mission: Kids ‘R’ Kids Learning Academy provides a secure, nurturing, and educational environment for children. Our school is a place for children to bloom into responsible, considerate, and contributing members of society.

Kids ‘R’ Kids Learning Academy wants all children to have the opportunity to grow physically, emotionally, socially, and intellectually by playing, exploring, and learning with others in a fun, safe, and healthy environment.

As a family-owned and operated school, Kids ‘R’ Kids Learning Academy welcomes positive family involvement and encourages a parent-teacher approach where the needs of every child come first!"
"Quality Inn & Suites
Part of Choice Hotels",1 to 50 Employees,"Cordova, TN","Hotels, Motels, & Resorts",3.4,3.7,3.3,3.5,3.3,2.7,2.9,See All 414 Reviews,N/A,N/A
The Borgen Project,1 to 50 Employees,"Seattle, WA",Social Assistance,3.4,4.2,4.1,4.1,3.7,2.5,3.4,See All 317 Reviews,N/A,N/A
Defense Language Institute Foreign Language Center,1 to 50 Employees,"Monterey, CA",Federal Agencies,3.3,3.9,2.5,3.3,2.2,3.1,2.5,See All 74 Reviews,"The Defense Language Institute Foreign Language Center (DLIFLC) is the primary foreign-language school of the US Department of Defense . Housed at the Presidio of Monterey army base, the agency provides military and government personnel with resident training in some two-dozen languages and several dialects. Its programs provide full-time instruction and last between six and 14 months, depending on the difficulty of the language being taught. The school also offers immersion programs, both abroad and at an off-site facility, at which speaking English is prohibited. The Army established the DLIFLC as a secret Japanese-language school in 1941, five weeks before the attack on Pearl Harbor.",N/A
"Compass Professional Health Services
Acquired by Alight Solutions",1 to 50 Employees,"Dallas, TX",Health Care Services & Hospitals,3.2,N/A,3.5,3.5,3.2,3.1,2.8,See All 100 Reviews,"Compass Professional Health Services champions simpler, smarter healthcare for employers, employees, benefits professionals, and health plans. Our Consumer Activation Platform delivers the key ingredients—transparency, prevention, and pathways of care—to unlock the power of healthcare consumerism. Used by over 1,900 employer clients nationwide, Compass’ proven platform is empowering employers to effectively bend their healthcare cost curves while simplifying healthcare for their employees.",N/A
Citizen Schools,1 to 50 Employees,"Boston, MA",K-12 Education,3.2,3.6,3.5,2.6,2.5,2.2,3.1,See All 185 Reviews,"Citizen Schools is building a movement around real-world learning, a pipeline of mentors, and the capacity of schools and communities to deliver a new approach to education - one that will help students develop the skills, mindsets and networks to thrive in the 21st century economy.

Mentorship + Real World Learning = Impact

Volunteers from the community mentor students and connect learning to potential career pathways through hands-on, project-based and maker-centered learning experiences that position students as producers and problem solvers. Students develop key social emotional and 21st century skills and competencies & build their networks.

This year, we will serve over 100,000 students in 28 communities across the United States - re-imagining the way students learn in the classroom, after school, and in our communities - to ensure equal opportunity for all.",N/A
Fast Trak,1 to 50 Employees,"Falls Church, VA",Advertising & Marketing,3.2,4.0,3.2,2.9,3.1,3.0,3.2,See All 102 Reviews,"Leaders of the nation’s biggest tech companies seek the services of Fast Trak Inc. to reach their business growth goals. Our promotions experts analyze the market to produce highly focused solutions for organizational momentum. We fill the gap between planning and execution, freeing companies to focus on what they do best. Without fail, our interactive promotional solutions yield significant bottom-line returns. At Fast Trak Inc. brand ambassadors are the brains behind the ideas that develop into full-fledged marketing campaigns. We combine our insights to design and deploy interactive promotions that surpass all expectations. Our culture of collaborative excellence and a focus on measurable results are what make us so unique. We are always teaching and learning ourselves, it just never stops.",N/A
King Soopers,1 to 50 Employees,"Denver, CO",Vehicle Dealers,3.2,3.3,3.0,2.5,2.8,3.1,3.2,See All 765 Reviews,"King Soopers operates about 140 combination food and drug stores mostly in Colorado but also in Wyoming. About half of the stores are in the Denver area. In addition to traditional supermarket fare, the regional grocery chain offers bulk and natural and organic foods to compete with Whole Foods, which acquired King Soopers' local rival Wild Oats Markets in 2007. It also sells private-label goods under the King Soopers and other Kroger brand names. King Soopers customers can also shop online (kingsoopers.com) with home delivery service. Its supermarkets offer online prescription refills. King Soopers is a division of Dillon Companies, which is owned by The Kroger Co., the #1 pure grocery chain in the US.",N/A
Comfort Inn,1 to 50 Employees,"Johnstown, PA","Hotels, Motels, & Resorts",3.2,3.7,3.0,2.8,2.8,2.4,2.7,See All 344 Reviews,N/A,N/A
Shiftgig,1 to 50 Employees,"Chicago, IL",IT Services,3.2,3.0,3.0,3.5,2.8,2.7,2.9,See All 268 Reviews,"Shiftgig is a technology company that helps staffing agencies transform the way people work.

Our flagship digital staffing software, Deploy, helps staffing firms empower their workforce to browse and claim work that fit their skills and schedules. We also give agencies deep insights into their clients and workers, allowing you to focus on strategic growth and coaching by eliminating repetitive tasks of running day-to-day operations. To learn more, visit shiftgig.com.",N/A
Knowledgent,1 to 50 Employees,"Warren, NJ",Consulting,3.2,1.0,3.0,3.0,3.0,3.3,3.1,See All 167 Reviews,"Knowledgent is a data and analytics firm. We help clients maximize the value of information by improving their data foundations and advancing their analytics capabilities. We combine data science, computer science, and domain expertise to enable our clients to implement innovative, data-driven business solutions.","Mission: Knowledgent was purpose built to provide our clients with a rich set of abilities that combine Domain Expertise with Data and Computer Science. We were founded with the core mission of maximizing the potential of all available data to realize game-changing decision-making capabilities. We are focused on optimizing the fundamental foundation of enterprise data and enabling the implementation of the advance analytic capabilities, which deliver critical new insights and prescriptive actions."
AroundCampus,1 to 50 Employees,"Chapel Hill, NC",Advertising & Marketing,3.1,N/A,3.1,2.9,2.9,2.1,3.0,See All 560 Reviews,"The AroundCampus Group is the leading campus media and marketing company in the United States. Over the past 41 years, The AroundCampus Group’s media portfolio has been a valuable advertising vehicle for local, regional, and national businesses to engage the campus community. No other company matches AC's history, experience and depth of knowledge in reaching this audience. America's leading campuses know and trust AC's commitment to excellence, integrity in dealings, dedication to students and its unparalleled devotion to customers. Today, The AroundCampus Group is the nation’s finest college-obsessed media and marketing company.",N/A
OYO,1 to 50 Employees,"Madrid, Spain","Hotels, Motels, & Resorts",3.1,3.4,2.8,2.7,2.8,3.4,3.1,"See All 3,030 Reviews",N/A,N/A
Ultius,1 to 50 Employees,"Wilmington, DE",Internet,3.1,4.0,2.8,3.6,2.9,2.4,2.8,See All 169 Reviews,"Ultius is a global leader in connecting consumers with qualified American freelance writers. Our online platform provides American freelance writers with steady, work at home jobs in exchange for attractive pay rates. With over 2,000 writing professionals, 24/7 editorial coverage, and world-class 24/7 support team members, Ultius drives the knowledge economy.

Ultius is also deeply committed to providing knowledge-based jobs for American graduates who are struggling with the current economic climate. Our mission is to conveniently deliver high-quality content for our global client base, and our writers are an integral part of that process.

Future Writers
Working at Ultius will not only sharpen your writing and editing skills, but it will also allow you to take part in a fast-growing company that is focused on writer success. Thousands of professionals from around the country enjoy the autonomous and lucrative nature of the job.

Join the knowledge economy revolution and apply today.",N/A
Haywire,1 to 50 Employees,"New York, NY",Advertising & Marketing,3.1,N/A,3.2,2.4,3.3,2.7,3.3,See All 91 Reviews,"Haywire Inc. is a large component of the marketing industry, helping grow the market share of many Fortune 500 companies. At Haywire Inc. we specialize in working to make sure all the clients we work with get the best experience, by both protecting their reputation and spreading their brand far and wide.","Mission: We bring the personal touch to any brand we work with, bringing customers to clients through all mediums of marketing. The client we work with determines the marketing medium we employ. Some of our approaches include business to business, business to consumer, and event and promotion marketing."
Allegheny County,1 to 50 Employees,"Pittsburgh, PA",Federal Agencies,3.1,2.9,2.6,3.0,2.5,3.3,2.6,See All 97 Reviews,"Allegheny County is the 2nd largest county in Pennsylvania and the home of America's most livable city-Pittsburgh-as well as a dozen major colleges & universities, one of the nation's largest healthcare systems, a world-renowned arts community, three professional sports teams and the historic Hill District, known for its jazz icons. Allegheny County has the world's largest ""green"" building and an exciting environmental sustainability project-Allegheny Green. The county is also home to a world class symphony, Broadway theater, Mr. Roger's Neighborhood and diverse cultural, recreational, and educational opportunities for all. Allegheny County government serves its 1.2 million citizens from managing parks and airports to caring for the aged and disadvantaged, administering justice to maintaining infrastructure, promoting economic growth to providing public housing. For more information about our thriving region, visit www.alleghenycounty.us.",N/A
Dogtopia,1 to 50 Employees,"Phoenix, AZ",Pet & Pet Supplies Stores,3.1,3.1,3.0,3.0,2.9,2.6,2.9,See All 206 Reviews,"At Dogtopia, we’re passionate about dogs and believe in safe socialization, exercise and education for our furry friends. At daycare, dogs can play getting plenty of exercise in our climate-controlled open-play playrooms and even learn a new command or two under the watchful eyes of trained Canine Coaches. Paired with dogs of similar size and personality, dogs enjoy endless socialization with their BFFFs (Best Furry Friends Forever) making it the most exciting day ever! Pet parents can join in on the fun from work or home by watching their pups on the webcams. We stop at nothing to make sure dogs are happy, safe and fulfilled so their pet parent picks up a happy dog who will be begging them to bring them back for my daycare.

Dogtopia offers award-winning dog daycare, boarding and spa services (with some offering grooming and training), our core service is daycare for dogs. We love and care for all dogs like they’re our own and are dedicated to helping them become a well-balanced pup.

As the fastest growing franchise in the $95.7B pet industry, we currently have nearly 150 dog daycare centers throughout the United States and Canada, and 250 in development. Each dog daycare center is independently owned and operated with tremendous support behind them, dedicated to providing dogs the very best!","Mission: Our Dogtopia vision or as we call it, our Noble Cause, is to enhance the joy of dog parenthood and enable dogs to positively change our world.

The first part “Enhance the Joy of Dog Parenthood” refers to our daycare services, designed to help dogs get safe socialization, exercise and education, ultimately making them better canine citizens that are better behaved around other dogs, other humans, at home and in public places.

The second part, “Enable Dogs to Positively Change Our World” is geared toward our work through the Dogtopia Foundation and giving back in the communities we work in. We believe that dogs are not only our best friend but can make the world a better place. To accomplish this, donations from Dogtopia daycares and their pet parents support the Foundation’s three worthy causes: Sponsoring Service Dogs for Veterans, Youth Literacy Programs and Employment Initiatives for Adults with Autism. 100% of every donation is given directly to the organizations the Dogtopia Foundation supports.

For more information on the Dogtopia Foundation, please visit www.dogtopiafoundation.org."
Kalven Technologies,1 to 50 Employees,"Elk Grove Village, IL",IT Services,3.0,N/A,N/A,3.0,3.0,3.0,3.0,See All 1 Reviews,"Kalven Technologies, Inc is a leading provider of object-oriented n-tier Component based, Adaptive Distributed Computing (ADC) solutions, Supply Chain, Operations and Business Process Management Solutions to various industries.",N/A
eharmony,1 to 50 Employees,"Westwood, CA",Internet,3.0,N/A,3.5,3.8,2.6,3.9,3.0,See All 141 Reviews,N/A,N/A
Fantastic Sams,1 to 50 Employees,"Woburn, MA","Health, Beauty, & Fitness",3.0,3.3,2.5,2.7,2.5,1.9,2.6,See All 294 Reviews,"In July 1974, Sam Ross opened the first Fantastic Sams® beauty salon in Memphis, Tennessee, with the goal of creating an affordable salon experience that was accessible to everyone. Today, we are one of the world’s largest full-service hair care salons, with over 900 locations throughout North America.

Whether you’re looking for great salon color, salon services for men, or simply a fuss-free affordable haircut, Fantastic Sams delivers every time. The reason for that success? It begins with a team of people who know how to make you look and feel fantastic. And it continues long after your visit, with products you can count on to keep your hair looking great.",N/A
Howard Industries,1 to 50 Employees,"Ellisville, MS",Electrical & Electronic Manufacturing,2.7,2.8,2.3,2.7,2.5,2.6,2.4,See All 117 Reviews,"Howard Industries is the leading manufacturer of liquid-filled distribution transformers for the utility and commercial/industrial markets. Other utility products include small and medium power transformers, network transformers, voltage regulators, junction enclosures, sectionalizing equipment, and transformer components. Other Howard products include computers and technology solutions, medical technology products, and lighting and ballast products. We also have a transportation division which operates a fleet of 150 tractor-trailers.",N/A
Detroit Business Consulting,1 to 50 Employees,"Troy, MI",Advertising & Marketing,2.7,1.0,3.2,2.7,3.0,2.4,3.0,See All 133 Reviews,"Detroit Business Consulting, Inc. was founded in 2007 and has expanded to over 50 locations since then. In 2015, the firm became an International company by expanding into Canada.

Detroit Business Consulting specializes in direct marketing, working on campaigns to represent some of the largest Fortune 500 companies in the world. This independently owned sales and marketing firm has a unique and innovative approach to marketing their client's products and services that has afforded them explosive growth within a competitive industry.

""2011, 2012, 2013, 2014 and 2015 Top Workplaces in Michigan""

A+ BBB Accredited

""Best Places for Recent College Graduates"" ~ Experience

www.DetroitBC.com",N/A
Alltech Consulting Services,1 to 50 Employees,"Princeton, NJ",IT Services,2.5,N/A,2.6,2.8,3.0,2.8,3.4,See All 5 Reviews,"Alltech Consulting Services, Inc. - ACS for short - is in Information technology Solutions, Product development & consulting and staffing Services and is a preferred information technology partner for many Fortune 500 companies in the USA and around the world. our flexibility and responsiveness helps us work hand-in-hand with our clients to deliver the right solution at the right time. Our robust service-level agreements (SLAs) help us match and exceed customer expectations, making us the perfect partner to help you implement all your information technology needs cost effectively and efficiently.",N/A
Veterans Benefits Administration,1 to 50 Employees,"Washington, DC",Federal Agencies,2.1,2.2,2.0,2.1,1.8,2.4,2.2,See All 143 Reviews,"The Veterans Benefits Administration (VBA) is the benefits division of the Department of Veterans Affairs. The VBA provides benefits divided into sixe different categories: compensation and pension, education, vocational rehabilitation, survivors benefits, home loans, and life insurance. All of its services are based in Washington, DC, except insurance services, which are handled in Philadelphia. Another 58 Veterans Administration regional offices deliver benefits services across the country. Veterans, service members, and qualifying family members qualify for benefits under the VBA.",N/A
"Compology
Hiring Surge",1 to 50 Employees,"San Francisco, CA",Logistics & Supply Chain,5.0,5.0,5.0,4.7,5.0,4.5,4.8,See All 9 Reviews,"Compology is disrupting the modern waste ecosystem through our proven, integrated IoT solution that streamlines operations, enhances customers’ service, and simplifies analysis.

Some of the immediate benefits of our platform include real-time, dynamic route generation & optimization, demand forecasting, and immediate & significant 40% decrease in operating costs.

Our clients, which include the biggest publicly traded waste haulers, Fortune 100 companies, and state/county/city governments, use our technology and data to create efficiencies, eliminate waste, and exceed their Zero Waste goals.

At Compology, we’re working with our customers on exciting, real-world problems that reduce waste while lowering costs and fuel consumption, etc.

Our team includes veterans from Nest, Google, AirBnB, Recology, August Home, KeepTruckin’, NASA, Frog Design, Jawbone, Shyp, Adidas Innovation, Lockheed Martin, Hipmunk, VMware, Yelp, Weebly, etc.

Come join us - we're hiring!
https://compology.com/careers/",N/A
Lyon Stahl Investment Real Estate,1 to 50 Employees,"El Segundo, CA",Real Estate,5.0,N/A,4.9,4.9,5.0,4.7,5.0,See All 54 Reviews,"Lyon|Stahl Investment Real Estate (LS) is committed to excellence. Our offices are located in El Segundo, Santa Monica, and Long Beach. Our investment team consists of dedicated, results-driven brokers, marketing specialists, agents and coordinators, all backed by the most innovative and scalable technology the commercial real estate industry has to offer.

Lyon|Stahl provides the very highest level of service to multifamily owners and investors with superior market knowledge and can deliver valuation and analysis of market trends. We have expertise in sales, acquisition, development, finance and valuation, which extends to conventional apartment properties, condo development and conversions, single family, student housing and residential income development land.

Creating, preserving and maintaining long-term wealth for our clients is where we excel.",N/A
Culturefit,1 to 50 Employees,"Deerfield, IL",Advertising & Marketing,5.0,N/A,5.0,4.9,4.9,4.8,4.9,See All 17 Reviews,CultureFit Technology Staffing focuses on helping companies efficiently and effectively recruit and retain their highly skilled technical professionals. We are committed to providing excellent customer service. We value our clients and our talent and work to synchronize their motivations in the staffing process.,N/A
RecruitiFi,1 to 50 Employees,"New York, NY",Staffing & Outsourcing,5.0,N/A,5.0,5.0,5.0,4.4,4.8,See All 29 Reviews,"RecruitiFi has created a unique new category of recruiting known as the Expert Referral System (ERS), which allows companies to leverage a crowd of expert recruiters in a targeted and confidential manner. A growing number of Fortune 500 companies are utilizing RecruitiFi's ERS platform to quickly fill their open positions with vetted, qualified talent. As an added benefit, the Expert Referral System streamlines agency interaction, allowing employers to manage their existing suppliers, vet new agencies, and utilize RecruitiFi's crowd of proven, expert recruiters at a low, flat placement fee.",N/A
LaunchSource,1 to 50 Employees,"Boston, MA",Membership Organizations,5.0,N/A,5.0,4.7,5.0,4.8,4.9,See All 81 Reviews,"We’re changing the way early-career seekers break into the innovation economy. We aren’t your grandaddy’s recruitment service. Instead, we provide you with the education, coaching, interview prep, and community connections you need to be successful in your search. We put the tools in your hands that you need for lifelong success.",N/A
Waymark,1 to 50 Employees,"Detroit, MI",Advertising & Marketing,5.0,3.5,5.0,4.6,5.0,4.7,4.9,See All 18 Reviews,"Ay Waymark, we’re on a mission to make great video accessible to everyone – by building powerful, intuitive products that make creative easy.",N/A
"Center for Teacher Effectiveness
Hiring Surge",1 to 50 Employees,"Hayden, ID",Education Training Services,5.0,5.0,5.0,5.0,5.0,5.0,5.0,See All 77 Reviews,"Teachers have the hardest job in America. Among all the tasks that we juggle, two are paramount; curriculum and discipline. Neither is more important nor can one be effective without the other. We give you the solution to effective classroom discipline so that you can have more Time To Teach!

Time, it has been said, is the coin of learning. Yet every teacher has known the frustration of losing valuable instructional time to matters of discipline, just as every student has known the frustration of losing valuable learning time to matters of discipline. For some teachers and for some students, the amount of time lost is very great.

Time To Teach was originally influenced over 40 years ago with the help and guidance of Dr. Madeline Hunter and John Wooden, both of UCLA. (yes, that’s right, Coach Wooden!)

The Center For Teacher Effectiveness, continues the work of Wooden and Hunter in collaboration with leading educators, researchers and master teachers all around the United States.

We are rapidly becoming the leading provider of teacher education, training and staff development in the United States and Canada. Our concentration is redefining teaching and learning in schools and providing highly useful professional teacher staff development. For the last decade, we have been producing and sponsoring high quality, in-depth training programs specially designed for K-12 education professionals.

Our program is proven in practice and is presented by outstanding experts in the subject matter. Our program is based on research, is practical, and easy to implement.

At a Time To Teach training you will learn how to eliminate repeated warnings and multiple requests in a positive fashion, be proactive rather than reactive, avoid power struggles, how to use powerful prompting techniques and learn classroom arrangements for maximum achievement. Let us help you implement these strategies into your classroom tomorrow!

Our seminars are highly useful and very entertaining. After all of that, our seminar participants leave with a comprehensive Resource Manual filled with teacher lesson plans, ideas, and easy-to-implement strategies! Finally, our training is not only effective, but it is also a chance to interact, network and have fun with other teaching professionals. It is guaranteed to be the best professional development experience that you will have in your career.

Our outstanding program is designed for any grade level and student profile. Our sensible, respectful, and powerful program will forever improve your classroom and give you more Time To Teach.",N/A
Cloudsquare,1 to 50 Employees,"Los Angeles, CA",Consulting,5.0,N/A,5.0,4.6,5.0,5.0,5.0,See All 12 Reviews,N/A,N/A
Airkit,1 to 50 Employees,"Palo Alto, CA",Enterprise Software & Network Solutions,5.0,N/A,5.0,4.6,5.0,4.8,5.0,See All 13 Reviews,"Located in Palo Alto, CA the Airkit team previously founded and built RelateIQ (sold to Salesforce in 2014). We are looking for energetic individuals who want to help build a company from the ground-up. You’ll be working on an experienced and diverse team who have backgrounds from companies like Apple, Yahoo, CERN, Salesforce, and Palantir.",N/A
Cain Realty Group,1 to 50 Employees,"Austin, TX",Real Estate,5.0,5.0,5.0,4.6,5.0,4.7,5.0,See All 23 Reviews,"Cain Realty Group's vision is to cultivate and sustain a team of professional, passionate and purposeful individuals who together are willing to work as a cohesive team to preserve our reputation as being a place everyone wants to work at and a team everyone wants to work with.

“God, Family, then Business”
Every action we take reflects these core values and in this order.

We believe in the power of personal development and that our business only grows to the extent we do. We believe to continually aim to look in before we look out. Through selfless acts and honorable character, we strive to make an everlasting impact on the dreams, goals and visions of those we do business with and those that we are in business with.

CRG's culture is based on high productivity and accountability. We are a place where high-minded professionals gather together to support each other and achieve more together than one can achieve themselves. We believe that ultimate success is found through others.","Mission: Cain Realty Group's mission is to provide world-class home buying and home selling services to our clients by utilizing our state-of-the-art systems, our years of experience and training, and our commitment to always act in our clients’ best interest. We are a business that continually seeks to improve upon the standards while setting an example for other real estate companies to follow."
"Philosophie Group
Part of InfoBeans",1 to 50 Employees,"Los Angeles, CA",Consulting,5.0,5.0,5.0,4.9,4.9,4.4,4.7,See All 19 Reviews,"“My only wish is that I had the opportunity to work at Philosophie earlier in my career. At Philosophie, you gain real experience building products. This, on top of the mentorship and thought-leadership here, deeply prepares us to be innovative in our own lives and careers.”
—Product Strategist, LA

At Philosophie, we love making things. With diverse backgrounds and skill-sets, we come together to make meaningful technology. Our clients (Fortune 500 to startups) come to us with innovative digital product ideas; and we bring those ideas to life. We believe in agile design, rapid prototyping, and software craftsmanship. The team is trusted to make decisions collaboratively and lead the client to a successful outcome. We’ve been around for almost a decade, but we still apply a startup mentality to everything we do. We work out of our beautiful, creatively inspired offices in Los Angeles and New York. Our culture is deeply collaborative, participatory, kind, and ethical.",N/A
CallForce (UT),1 to 50 Employees,"Provo, UT",Telecommunications Services,5.0,N/A,4.9,4.8,4.8,4.6,4.7,See All 65 Reviews,"Founded in 2016, CallForce is a dental solutions company that provides communication services for dental offices located throughout the United States. Services that are offered include outbound overdue recare, overflow answering, and website chat. CallForce's remote coordinators will fill chairs of the dental office and increase business production, all while keeping a personal touch.",N/A
Ad.net,1 to 50 Employees,"Los Angeles, CA",Advertising & Marketing,5.0,5.0,5.0,4.9,5.0,4.6,4.9,See All 29 Reviews,"Founded nearly 20 years ago and headquartered in Los Angeles, Ad.net is led by an internet search pioneer. The company is committed to developing additional solutions and ensuring exceptional service to be at the forefront of the digital advertising needs of advertisers ranging from Fortune 2000 brands to small and mid-sized businesses.

What We Offer:
-Incremental Reach
-Customer Acquisition
-Performance Technology
-Intent and Audience-Based Targeting",N/A
Lyon Stahl Investment Real Estate,1 to 50 Employees,"El Segundo, CA",Real Estate,5.0,N/A,4.9,4.9,5.0,4.7,5.0,See All 54 Reviews,"Lyon|Stahl Investment Real Estate (LS) is committed to excellence. Our offices are located in El Segundo, Santa Monica, and Long Beach. Our investment team consists of dedicated, results-driven brokers, marketing specialists, agents and coordinators, all backed by the most innovative and scalable technology the commercial real estate industry has to offer.

Lyon|Stahl provides the very highest level of service to multifamily owners and investors with superior market knowledge and can deliver valuation and analysis of market trends. We have expertise in sales, acquisition, development, finance and valuation, which extends to conventional apartment properties, condo development and conversions, single family, student housing and residential income development land.

Creating, preserving and maintaining long-term wealth for our clients is where we excel.",N/A
Copper Hill,1 to 50 Employees,"Livonia, MI",Logistics & Supply Chain,5.0,5.0,5.0,5.0,5.0,4.7,5.0,See All 19 Reviews,"The founder opened Copper Hill with the vision of providing best in class managed services to customers in search of a partnership built on trust, transparency, and a strong drive for continued success.
Our Mission is to form strong partnerships with companies to jointly achieve the highest standard in Customs Compliance.",N/A
Markham Norton Mosteller Wright & Company,1 to 50 Employees,"Fort Myers, FL",Accounting,5.0,5.0,5.0,4.9,5.0,4.7,4.8,See All 30 Reviews,"Our ﬁrm, which opened in 1979, offers a wide range of services including business consulting, human resources consulting, technology consulting and support, marketing and public relations consulting, tax planning and preparation, litigation support, mediation, forensic accounting, and elder services. Our experienced mix of team members allows us to provide a wide range of expert services to clientele.

At MNMW, our team is at the heart of our success – team members constantly aim to exceed client and peer expectations, while also making sure to rally in support and celebration of each other’s achievements. We are a family.

MNMW has been recognized as one of Florida Trend Magazine’s “Best Companies to Work For in Florida” for eight consecutive years, and been named Best of Business by Gulfshore Business Magazine in 2017 and 2018.","Mission: What sets MNMW apart is our culture and commitment to excellence – it’s not just something we say, it’s a P.R.O.M.I.S.E. we’ve made to ourselves and to our clients to: Act PASSIONATELY, Be RESPECTFUL, Seek OPPORTUNITIES, Serve as a MENTOR, Lead with INTEGRITY, Provide Outstanding SERVICE, and Strive for EXCELLENCE."
GR0,1 to 50 Employees,"Los Angeles, CA",Advertising & Marketing,5.0,5.0,5.0,4.5,4.9,5.0,4.9,See All 26 Reviews,"GR0 is a digital marketing agency focused exclusively on igniting organic growth for direct-to-consumer startups. GR0 empowers clients to build powerful online brands that deliver incredible value and joy to consumers.

GR0 was co-founded by SEO & marketing experts and long-time best friends Jonathan Zacharias, and Kevin Miller.",N/A
"Onfleet
Hiring Surge",1 to 50 Employees,"San Francisco, CA",Enterprise Software & Network Solutions,5.0,5.0,5.0,4.8,4.9,4.6,4.9,See All 13 Reviews,"Onfleet makes it easy for businesses to manage and analyze their local delivery operations. Our product includes intuitive smartphone apps for drivers, a powerful modern web dashboard for dispatchers, and automatic notifications and real-time tracking for recipients.

Onfleet powers millions of deliveries every month, for thousands of businesses around the world across a range of industries from grocery and prepared meals to pharmacy, flowers, and furniture.

Onfleet was founded at Stanford University, graduated from the StartX accelerator program, and is currently based in San Francisco, California.",N/A
CallForce (UT),1 to 50 Employees,"Provo, UT",Telecommunications Services,5.0,N/A,4.9,4.8,4.8,4.6,4.7,See All 65 Reviews,"Founded in 2016, CallForce is a dental solutions company that provides communication services for dental offices located throughout the United States. Services that are offered include outbound overdue recare, overflow answering, and website chat. CallForce's remote coordinators will fill chairs of the dental office and increase business production, all while keeping a personal touch.",N/A
Ad.net,1 to 50 Employees,"Los Angeles, CA",Advertising & Marketing,5.0,5.0,5.0,4.9,5.0,4.6,4.9,See All 29 Reviews,"Founded nearly 20 years ago and headquartered in Los Angeles, Ad.net is led by an internet search pioneer. The company is committed to developing additional solutions and ensuring exceptional service to be at the forefront of the digital advertising needs of advertisers ranging from Fortune 2000 brands to small and mid-sized businesses.

What We Offer:
-Incremental Reach
-Customer Acquisition
-Performance Technology
-Intent and Audience-Based Targeting",N/A
Cain Realty Group,1 to 50 Employees,"Austin, TX",Real Estate,5.0,5.0,5.0,4.6,5.0,4.7,5.0,See All 23 Reviews,"Cain Realty Group's vision is to cultivate and sustain a team of professional, passionate and purposeful individuals who together are willing to work as a cohesive team to preserve our reputation as being a place everyone wants to work at and a team everyone wants to work with.

“God, Family, then Business”
Every action we take reflects these core values and in this order.

We believe in the power of personal development and that our business only grows to the extent we do. We believe to continually aim to look in before we look out. Through selfless acts and honorable character, we strive to make an everlasting impact on the dreams, goals and visions of those we do business with and those that we are in business with.

CRG's culture is based on high productivity and accountability. We are a place where high-minded professionals gather together to support each other and achieve more together than one can achieve themselves. We believe that ultimate success is found through others.","Mission: Cain Realty Group's mission is to provide world-class home buying and home selling services to our clients by utilizing our state-of-the-art systems, our years of experience and training, and our commitment to always act in our clients’ best interest. We are a business that continually seeks to improve upon the standards while setting an example for other real estate companies to follow."
