NAME,SIZE,LOCATION_HQ,INDUSTRY,RATING_OVERALL,RATING_DI,RATING_CV,RATING_WL,RATING_SM,RATING_CB,RATING_CO,NUM_REVIEWS,DESCRIPTION,MISSION
OppLoans,501 to 1000 Employees,"Chicago, IL",Lending,4.3,3.3,4.2,4.2,4.1,4.2,4.2,See All 179 Reviews,"OppLoans is a rapidly growing FinTech company that helps credit-challenged consumers build a better financial path through accessible products and five-star customer service. As one of Chicago’s fastest-growing startups, we’ve made the Crain’s Business Chicago Fast 50 (#4 in 2019) and the Deloitte Technology Fast 500 (twice), and we’ve ranked in the top 10% of the Inc. 500 four years in a row!",N/A
"Genomic Health
Part of Exact Sciences",501 to 1000 Employees,"Redwood City, CA",Biotech & Pharmaceuticals,4.3,3.6,4.2,4.2,3.9,4.1,4.2,See All 195 Reviews,"Genomic Health is a global provider of genomic-based diagnostic tests that address the overtreatment of cancer, one of the greatest issues in healthcare today. Our goal is to improve the lives of people with cancer by providing personalized, biological information that helps them get the right treatment at the right time, and to avoid unnecessary treatments and their side effects. In this way, our work is truly life, changing.",N/A
Radio Systems Corporation,501 to 1000 Employees,"Knoxville, TN",Consumer Products Manufacturing,4.3,4.1,4.4,4.2,4.1,3.9,3.9,See All 135 Reviews,"Radio Systems&reg; Corporation is the leading provider of pet products. Our brands include PetSafe&reg;, Invisible Fence&reg; Brand and SportDOG™. We are a company driven by innovation and dedication to our customers and communities. Since 1991, Radio Systems has grown into an international corporation selling in over 52 countries. Our portfolio includes a wide array of electronic training & containment systems, waste management products, fountains, pet doors, innovative treats and more. Our HQ is in Knoxville, TN but we have remote offices in various places across the globe.

At Radio Systems, we have an open environment which lends itself to collaboration and a team-oriented culture. Our CEO even moves desks once per year to have the opportunity to collaborate with different teams!

The best part of our culture is bringing your dog to work!

We are devoted to pets. Connected to People. Dedicated to Community.
We're a little obsessed, and that's okay!",N/A
TA Digital,501 to 1000 Employees,"Newark, CA",Computer Hardware & Software,4.3,4.8,4.3,4.2,4.2,4.1,4.3,See All 285 Reviews,"Formerly known as TechAspect. TA Digital is a leading digital transformation agency serving organizations globally and delivering #digitalexperience, #commerce, #digitalmarketing, #digitalstrategy, #artificialintelligence solutions with superior precision. Our years of Digital Experience expertise has earned us a 97% customer satisfaction rating with our clients ranging from Global Fortune 1000 to Mid-Market Enterprises, leading educational institutions, and Non-Profits.

Regardless of your industry or sector our digital consultants will provide you with customer experience, commerce, and digital marketing insights to ensure that your Digital Ecosystem is ideally optimized and you are realizing a maximum return on investment across your digital enterprise.

We drive innovation through relationships with world-class partners like Adobe, Acquia, Sitecore, Episerver, SAP Hybris, Elastic Path, and Marketo.",N/A
OneSource Virtual,501 to 1000 Employees,"Dallas, TX",Computer Hardware & Software,4.3,4.4,4.4,4.2,4.4,4.0,4.0,See All 305 Reviews,"OneSource Virtual (OSV) is the Workday partner that has helped more than 1,300 companies with everything from deployment to maintenance to payroll and more—all to make the day more doable. Founded in 2008, OSV pioneered Business Process as a Service (BPaaS) and has become the leading provider of automated solutions for organizations of all sizes using Workday, delivering services with unparalleled choices, unwavering commitment, and uncompromising care. OneSource Virtual’s global headquarters is located in Dallas, Texas, with additional locations across North America and Europe. OneSource Virtual: let’s make the day more doable. Find your company’s solution at www.onesourcevirtual.com.","Mission: Corporate Values

1) Unquestioned Integrity
2) We are a team
3) We value humility … no ego trips allowed
4) Innovation is the rule
5) You are empowered to fix what’s broken
6) Everyone is accountable to our values
7) We have fun
8) Seek the best for others
9) Transparency
10) Exceptional is always the goal"
Clark University,501 to 1000 Employees,"Worcester, MA",Colleges & Universities,4.3,4.6,4.4,4.4,3.9,3.0,3.4,See All 171 Reviews,"If you don't want to live in the dark, get an education at Clark! Clark University is a private, co-educational liberal arts university with an enrollment of more than 2,200 undergraduate students and roughly 900 graduate students. It offers about 30 undergraduate majors (psychology is the most popular) and about two dozen master's degree programs. The university was founded in 1887 as the first all-graduate school in the US. Clark College began educating undergraduates in 1902, and was combined into the university in 1920. Clark University has been a pioneer in the academic study of geography; it has awarded more doctorates in the discipline than any other US school.",N/A
NPR,501 to 1000 Employees,"Washington, DC",News Outlet,4.3,4.1,4.4,4.4,4.0,4.0,4.0,See All 257 Reviews,"The NPR workplace is like no other. More than 800 staff collaborate daily to provide high-quality journalism to stations across the country. The work we do is both challenging and inspiring, and we value the unique contributions of individuals. NPR thrives as we embrace emerging digital platforms and focus on a robust future. We seek individuals who geek-out about public media, have innovative ideas as well solid skills, and perhaps more importantly than anything else, believe in what we do.","Mission: The mission of NPR is to work in partnership with Member Stations to create a more informed public — one challenged and invigorated by a deeper understanding and appreciation of events, ideas and cultures.

To accomplish our mission, we produce, acquire, and distribute programming that meets the highest standards of public service in journalism and cultural expression."
JK Moving Services,501 to 1000 Employees,"Sterling, VA",Moving Services,4.3,4.5,4.5,4.0,4.4,4.2,4.3,See All 152 Reviews,"As the largest independent mover in North America, JK delivers superior relocation and logistics services to military service members, government agencies, large corporations, businesses and homeowners around the world….and the list goes on! JK actively seeks dedicated professionals ready to positively impact domestic and global communities.

JK Moving Services was recently honored as a top corporate citizen by the Washington Business Journal for its partnership with Loudoun Hunger Relief. The award was presented during the Journal’s 2018 Corporate Philanthropy Awards ceremony held in November.

During 2018, the company established the JK Community Farm, a charitable effort designed to alleviate hunger by growing and harvesting crops and livestock and donating them to Loudoun Hunger Relief.

From charitable giving to competitive compensation to fun corporate events, JK invests in each employee’s professional and personal growth. This level of commitment sets JK apart from other companies – why not consider joining JK Moving Services today!",N/A
Availity,501 to 1000 Employees,"Jacksonville, FL",Health Care Services & Hospitals,4.3,4.5,4.5,4.3,4.3,4.4,4.3,See All 264 Reviews,"Availity is the place where healthcare finds the answers needed to shift focus back to patient care. We work to solve communication challenges in healthcare by creating a richer, more transparent exchange of information among health plans, providers, and technology partners. As the nation’s largest health information network, Availity facilitates billions of clinical, administrative, and financial transactions annually. Our suite of dynamic products, built on a powerful, intelligent platform, enables real-time collaboration for success in a competitive, value-based care environment.

The energy of our people and our culture is palpable in every exchange. The diversity of opinions, experiences, backgrounds, and skillsets make our offices remarkably fun and exciting places to work. We readily embrace new challenges and technologies to bring ideas to life. More importantly, we are not afraid to fail, which is critical for innovation. Come find out what it’s like to have fun at work.","Mission: At Availity, we’re in relentless pursuit of simple and efficient solutions for a sustainable healthcare system. And each solution is a result of the collaboration and dedication of our talented, curious, and passionate teams. We wouldn’t want it any other way. Availity associates are shaping the future of U.S. healthcare, eliminating inefficiencies and bringing stakeholders together.

We are talented people, tackling tough problems, transforming healthcare together!"
Reliable Software Resources,501 to 1000 Employees,"Northville, MI",IT Services,4.3,5.0,3.9,4.3,4.1,3.8,4.2,See All 79 Reviews,"Reliable Software Resources Inc. have been in the business for over 10 years and we presently have in our practice over 600+ unmatched in experience Bigdata, BI, ERP, SAP, JAVA, .NET, and ETL consultants (most certified) involved in various projects across the US.

Our areas of expertise: Analytics, Consulting and Staffing","Mission: Our proven methodologies align IT systems with a company's business objectives to deliver valuable end-to end IT services and solutions.

Reliable Software recognizes that each business has different priorities and constraints and flexible resourcing model enables us to deliver scalable solutions. Our management and technical expertise, together with business domain knowledge, enables us to collaborate with your business and technology leadership teams."
Beacon Hill Staffing Group,501 to 1000 Employees,"Boston, MA",Staffing & Outsourcing,4.3,3.8,4.4,4.2,4.4,4.2,4.3,"See All 1,177 Reviews","Founded by industry leaders to set a new standard in search, career placement and flexible staffing, we deliver coordinated staffing solutions with unparalleled service, a commitment to project completion and success and a passion for innovation, creativity and continuous improvement.

Our niche brands and specialty divisions provide direct hire, executive search, temporary staffing, contract consulting, and temp/contract-to-hire solutions to emerging growth companies and the Fortune 500 across market sectors, career specialties/disciplines, and industries.","Mission: Beacon Hill's leadership prioritizes the collective future of our employees, clients, and talent, while promoting the core values of Trust, Decency, Honesty, and Mutual Respect.

Our Mission for Diversity, Equity, and Inclusion

To build and sustain a system of resources, procedures, policies, and plans that support diversity, equity, and inclusion (DEI) for all. This system works hand-in-hand with our founding mission to embody trust, decency, honesty, and mutual respect throughout all of our business and talent activities. This mission is the foundation for a brighter future in which our entire Beacon Hill community is heard, supported, and included at all levels of our business."
Cowen,501 to 1000 Employees,"New York, NY",Investment Banking & Asset Management,4.3,4.2,4.4,3.8,4.3,3.8,3.6,See All 126 Reviews,"The Cowen Group herds its clients' investments in the right direction. The firm, along with its subsidiaries, offers alternative investment management, research, investment banking, and sales and trading services. Its Ramius arm handles alternative investment management and has some $9 billion of assets under management. Another subsidiary, Cowen and Company, represents the firm's investment banking and brokerage practice, which mainly entails strategic advisory and corporate finance services for small to midsized companies. Cowen Group acquired LaBranche & Co. in 2011.",N/A
General Assembly,501 to 1000 Employees,"New York, NY",Education Training Services,4.3,4.5,4.3,4.1,3.8,3.8,4.0,See All 495 Reviews,"Recently voted Fast Company’s #1 Most Innovative Company in Education and #28 Most Innovative Company in the world, General Assembly is a venture-backed, post Series D, NYC-based startup in our fifth year. General Assembly transforms thinkers into creators through education and opportunities in technology, business, and design. We offer classes, workshops, long-form courses, and events in worldwide markets including New York where we are headquartered, Atlanta, Austin, Denver, London, Hong Kong, Sydney, San Francisco, Singapore, Los Angeles, Boston, Chicago, Seattle, Melbourne and Washington DC.. We also partner with Fortune 500 companies to spur innovation through increased digital fluency and more effective approaches to collaboration.",N/A
SpotOn,501 to 1000 Employees,"San Francisco, CA",Advertising & Marketing,4.3,4.5,4.4,4.3,4.4,4.1,4.4,See All 246 Reviews,"SpotOn is a cutting-edge payments and software company redefining the merchant services industry. SpotOn brings together payment processing with solutions that empower clients to enhance how they run their business.

The SpotOn platform offers the most comprehensive tools for small- and medium-sized businesses, including payments, point-of-sale, custom websites, appointments, marketing, reviews, analytics and loyalty, backed by industry-leading customer care. For more information, visit www.SpotOn.com.",N/A
"Billtrust
Hiring Surge",501 to 1000 Employees,"Lawrenceville, NJ",Enterprise Software & Network Solutions,4.3,3.9,4.1,4.3,3.7,4.0,4.1,See All 138 Reviews,"Billtrust is the best-in-class provider of Payment Cycle Management and accounts receivable solutions, helping businesses accelerate Invoice-to-Cash. We provide a flexible, automated, cloud-based product portfolio that meets diverse buyer requirements and speeds cash application through tailored invoice delivery, secure multi-channel payment enablement, and intelligent matching and payment posting. Our platforms process $30B+ annually and help companies like Kraft Foods, New Balance Athletics and Ferguson Enterprises get paid faster and more efficiently. For the past 18 years, we have achieved remarkable success with year-over-year growth and we attribute that growth to our people and culture - We encourage employees to have autonomy, think creatively, share ideas – even with our CEO – and to challenge the status quo every day without a lot of red tape.",N/A
JK Moving Services,501 to 1000 Employees,"Sterling, VA",Moving Services,4.3,4.5,4.5,4.0,4.4,4.2,4.3,See All 152 Reviews,"As the largest independent mover in North America, JK delivers superior relocation and logistics services to military service members, government agencies, large corporations, businesses and homeowners around the world….and the list goes on! JK actively seeks dedicated professionals ready to positively impact domestic and global communities.

JK Moving Services was recently honored as a top corporate citizen by the Washington Business Journal for its partnership with Loudoun Hunger Relief. The award was presented during the Journal’s 2018 Corporate Philanthropy Awards ceremony held in November.

During 2018, the company established the JK Community Farm, a charitable effort designed to alleviate hunger by growing and harvesting crops and livestock and donating them to Loudoun Hunger Relief.

From charitable giving to competitive compensation to fun corporate events, JK invests in each employee’s professional and personal growth. This level of commitment sets JK apart from other companies – why not consider joining JK Moving Services today!",N/A
Availity,501 to 1000 Employees,"Jacksonville, FL",Health Care Services & Hospitals,4.3,4.5,4.5,4.3,4.3,4.4,4.3,See All 264 Reviews,"Availity is the place where healthcare finds the answers needed to shift focus back to patient care. We work to solve communication challenges in healthcare by creating a richer, more transparent exchange of information among health plans, providers, and technology partners. As the nation’s largest health information network, Availity facilitates billions of clinical, administrative, and financial transactions annually. Our suite of dynamic products, built on a powerful, intelligent platform, enables real-time collaboration for success in a competitive, value-based care environment.

The energy of our people and our culture is palpable in every exchange. The diversity of opinions, experiences, backgrounds, and skillsets make our offices remarkably fun and exciting places to work. We readily embrace new challenges and technologies to bring ideas to life. More importantly, we are not afraid to fail, which is critical for innovation. Come find out what it’s like to have fun at work.","Mission: At Availity, we’re in relentless pursuit of simple and efficient solutions for a sustainable healthcare system. And each solution is a result of the collaboration and dedication of our talented, curious, and passionate teams. We wouldn’t want it any other way. Availity associates are shaping the future of U.S. healthcare, eliminating inefficiencies and bringing stakeholders together.

We are talented people, tackling tough problems, transforming healthcare together!"
"Thrive Market
Hiring Surge",501 to 1000 Employees,"Los Angeles, CA","Health, Beauty, & Fitness",4.3,4.8,4.2,3.7,4.1,4.0,4.2,See All 161 Reviews,"Wholesome products at wholesale prices. Thrive Market is a membership e-commerce platform on a mission to make the world’s highest quality natural and organic products affordable for every American family. For $60/year, Thrive members get access to their favorite healthy snacks, supplements, home, beauty, and baby products at 30-50% off retail value—all shipped to their front door.","Mission: Making healthy living easy and affordable for everyone isn’t just our business model—it’s our mission! Every year, 49 million Americans experience food insecurity and more than 23 million Americans live in “food deserts”—low-income neighborhoods where the nearest grocery store is more than 10 miles away. Thrive Market can help change this. That’s why for every paid membership, we give a free membership to a family in need through our Thrive Gives program!"
Whitehead Institute for Biomedical Research,501 to 1000 Employees,"Cambridge, MA",Biotech & Pharmaceuticals,4.3,4.0,4.1,3.3,3.8,3.9,4.2,See All 45 Reviews,"The Whitehead Institute for Biomedical Research blazes new trails in bioscience. The organization, funded by both the public and private sectors, investigates such diseases as Parkinson's and cancer and dives into the depths of biology, genomics, and genetics to gain new understanding about disease and health. The Whitehead Institute contributed to the international effort to map the human genome, and is actively researching stem cells. Other achievements include discovering a system for multiplying adult stem cells and creating the first genetically defined human cancer cell. The institute was founded in 1982 by philanthropist Edwin ""Jack"" Whitehead and draws researchers from MIT.",N/A
FlexTrade Systems Inc.,501 to 1000 Employees,"Great Neck, NY",Computer Hardware & Software,4.3,4.2,4.0,4.0,3.9,4.1,4.1,See All 222 Reviews,"Founded in 1996, FlexTrade Systems is the global leader in broker-neutral algorithmic trading platforms and execution systems for equities, foreign exchange and listed derivatives.
A pioneer in the field, FlexTrade introduced the first trading system that allowed clients to control and customize their proprietary algorithms while maintaining the confidentiality of their trading strategies through a vendor-provided, broker-neutral platform.

Change is the only constant in electronic trading. That's why FlexTrade is continuously upgrading its products and services and has recently introduced several new innovative trading, risk-management and analytical tools. All can be tailored to meet the demanding requirements of a global client base of more than a 175 buy- and sell-side firms, including many of the largest investment banks, hedge funds, asset managers, commodity trading advisors and institutional brokers.",N/A
Surescripts,501 to 1000 Employees,"Arlington, VA",Enterprise Software & Network Solutions,4.3,3.6,4.2,4.3,4.1,4.3,3.8,See All 132 Reviews,N/A,N/A
"Hawthorne Residential Partners
Hiring Surge",501 to 1000 Employees,"Greensboro, NC",Real Estate,4.3,4.7,4.3,4.3,4.2,4.1,4.1,See All 141 Reviews,"Hawthorne Residential Partners is a privately-owned apartment management company based in Greensboro, North Carolina with a portfolio of over 36,000 units, a number that is expected to continue growing over the next several years. We not only own and manage apartment communities throughout the Southeast, but we also have a significant focus on new development lease-up communities in our key markets. Hawthorne celebrated its 10 year anniversary in the spring of 2019, and we are eager to see what the next 10 years will bring.",N/A
Citrin Cooperman,501 to 1000 Employees,"New York, NY",Accounting,4.3,4.7,4.2,3.8,4.1,4.2,4.0,See All 160 Reviews,"We are a top-25 nationally recognized full-service assurance, tax, and advisory firm with offices conveniently located throughout the Northeast. Since 1979, we have steadily built our business by helping companies and high net worth individuals find smart solutions. Whether your operations and assets are located around the corner or across the globe, we can provide new perspectives on strategies that will help you achieve your short- and long-term goals.",N/A
Jade Global,501 to 1000 Employees,"San Jose, CA",IT Services,4.3,4.2,4.0,3.9,3.8,3.7,4.0,See All 417 Reviews,Jade Global is a global information technology systems and solutions company committed to our clients' long-term business growth and success. We create value through a portfolio of IT services delivered by our team of highly experienced consultants. Clients rely on our trustworthy advice to derive value from software investments and gain business efficiencies by leveraging our ability and knowledge of best practices. Being rightsized gives us extraordinary flexibility and the ability to pass on cost benefits to our clients.,N/A
"Postlethwaite & Netterville, APAC",501 to 1000 Employees,"Baton Rouge, LA",Accounting,4.3,3.9,4.2,3.9,4.0,3.2,4.1,See All 143 Reviews,"Serving diverse clients across the United States, Postlethwaite & Netterville, APAC (P&N) is a top 100 U.S. accounting and business advisory firm and an established Gulf South leader. We provide comprehensive assurance, tax, technology and business consulting services, backed by over 65 years of experience and the depth of resources to consistently deliver uncompromising quality and responsive, innovative services. Through significant industry leadership, including the Immediate Past AICPA Chairman, P&N plays an active role in moving our profession forward. Learn more at www.pncpa.com.","Mission: Our Mission is to provide traditional and innovative accounting and consulting services of exceptional value and superior quality to those we serve in a way that:
* Recognizes the client as one of our two most important assets

* Fosters a relationship with our staff enabling them to enjoy their work and to reach and contribute to their full potential

* Satisfies the highest standards of our profession, our clients and the public.
Read more on our website at https://www.pncpa.com/careers/explore/"
"Postlethwaite & Netterville, APAC",501 to 1000 Employees,"Baton Rouge, LA",Accounting,4.3,3.9,4.2,3.9,4.0,3.2,4.1,See All 143 Reviews,"Serving diverse clients across the United States, Postlethwaite & Netterville, APAC (P&N) is a top 100 U.S. accounting and business advisory firm and an established Gulf South leader. We provide comprehensive assurance, tax, technology and business consulting services, backed by over 65 years of experience and the depth of resources to consistently deliver uncompromising quality and responsive, innovative services. Through significant industry leadership, including the Immediate Past AICPA Chairman, P&N plays an active role in moving our profession forward. Learn more at www.pncpa.com.","Mission: Our Mission is to provide traditional and innovative accounting and consulting services of exceptional value and superior quality to those we serve in a way that:
* Recognizes the client as one of our two most important assets

* Fosters a relationship with our staff enabling them to enjoy their work and to reach and contribute to their full potential

* Satisfies the highest standards of our profession, our clients and the public.
Read more on our website at https://www.pncpa.com/careers/explore/"
Penske Motor Group,501 to 1000 Employees,"El Monte, CA",Vehicle Dealers,4.3,4.0,4.5,3.8,4.3,4.3,4.2,See All 205 Reviews,"Penske Motor Group is an industry-leading automotive retailer with locations throughout California, including: Longo Toyota and Longo Lexus in El Monte, Lexus of Stevens Creek in San Jose, Mercedes-Benz of Marin in San Rafael and the future Longo Toyota of Prosper in North Dallas, Texas.

We offer a professional environment and ongoing training and growth with performance-based advancement. This is a place where your future success is truly a result of your own efforts and achievements.

We cultivate a winning team spirit and promote passion for quality work. Our Team Members are the driving force behind our success. Each one is committed to delivering a world class experience.

We offer:
■ Competitive Compensation
■ Medical, Dental, Vision and Life Insurance
■ Short and Long Term Disability
■ 401K with a generous company-match
■ Paid Time Off to include Vacation, Holidays, Bereavement and Jury Duty
■ Extensive Training
■ Tuition Reimbursement
■ Discounts
■ Wellness Program with On-Site Coach","Mission: Penske Motor Group is committed to providing the highest quality service to create lifetime Guests. We believe that complete Guest satisfaction in all areas of our operation is the key to our success and future growth.

Underlying this mission is the recognition that our Team Members are vital in achieving the Company's goals and enhancing our reputation as innovative leaders in the industry.

Our commitment to our guests and employees is matched by our respect for the communities we serve."
"Grand Rounds
Hiring Surge",501 to 1000 Employees,"San Francisco, CA",Health Care Services & Hospitals,4.3,4.6,4.5,4.3,4.2,4.1,4.2,See All 244 Reviews,"Grand Rounds is a tech-driven healthcare company dedicated to raising the standard of healthcare for everyone, everywhere. By harnessing the power of technology, we connect nearly 6 million members to top-rated doctors and data-driven insights to make better informed healthcare decisions. Driven by premier thought leaders in patient care, technology, and business since 2011, our team of 900+ proudly serves Walmart, Costco, Salesforce, and over 140 of America’s top employers as a free employee benefit. Chosen as a 2019 Best Place to Work by Glassdoor and a 2020 UCSF Digital Health Award winner for Employer Wellness, Grand Rounds thrives at the forefront of technology-driven healthcare innovation.",N/A
Jeni's Splendid Ice Creams,501 to 1000 Employees,"Columbus, OH",Casual Restaurants,4.3,3.8,4.2,3.9,3.6,3.5,3.6,See All 140 Reviews,"Mission:
We are absolutely devoted to making better ice creams and bringing people together. We believe that REALLY great ice cream served perfectly in a sparkling and beautiful space, with attentive and in-the-moment service brings people together and helps them connect. And that sometimes sparks fly. And that there should be more sparks flying, generally. We like to make people feel good.

Our Ice Creams:
Our ice creams have a uniquely smooth texture and buttercream body, with bright flavor and clean finish (we don’t use synthetic flavorings, dyes, or off-the-shelf mixes). You may notice the absence of a long list of stabilizers and emulsifiers on our label; we prefer the more complex process of building texture and flavor without them. Our flavors stand alone straight from the pint or melt perfectly into a fruit pie, birthday cake, crumble, crisp, or cookie—the perfect accessory for your dessert.

The Fellowship Model:
It takes a community of people to build ice cream from the ground up: growers, makers, producers, suppliers, customers. We call it the fellowship model—combining values from the good food world with tools from the 21st century. We believe we get higher quality ingredients when we have relationships with the people we’re buying from, so we buy direct whenever we can. Making ice cream this way requires more work and skill than traditional ice creams made with flavorings and colorings, but we think it’s worth it.

Our Company:
Jeni’s is a Certified B Corporation endorsed by the international nonprofit B Lab as a company that meets rigorous standards of social and environmental performance, accountability, and transparency. Using Direct Trade and Fair Trade ingredients, employing a diverse team of people, working with women- and minority-owned businesses—it’s all part of how we operate and an important part of our company culture.

History:
Jeni’s Splendid Ice Creams was founded in 2002 by James Beard Award-winning cookbook author Jeni Britton Bauer. Britton Bauer’s ahead-of-the-trend vision—using whole ingredients and dairy from grass-pastured cows, rather than synthetic flavorings and commodity ice cream mix—coupled with inspired flavors, sparked the artisan ice cream movement more than a decade before it would become a top food trend. Today, Jeni’s is a certified B Corporation and multi-channel retailer with 34 company-owned scoop shops, a robust e-commerce presence, and distribution in top groceries across the country.",N/A
Fast Switch,501 to 1000 Employees,"Dublin, OH",IT Services,4.3,4.4,4.4,4.2,4.4,4.0,4.3,See All 62 Reviews,"Fast Switch, Ltd. is an IT Consulting company with offices in Columbus, Cincinnati and Cleveland OH, Detroit, MI, Hartford, CT, and Minneapolis, MN while doing business in more than 30 states in the union. We're a financially strong, privately-held company that is 100% consultant and client focused.

Our services range from Contract, Contract-to-Hire and Direct Hire services and these offerings can be interchangeable.

Fast Switch has a history on delivering to our clients, hard-to-find resources.","Mission: By being Fast, Flexible, and Creative, Fast Switch stands-out from other IT consulting companies. Most companies talk a great game, but Fast Switch’s reputation for high integrity comes from following-through on that promise as a hard-working, customer/consultant-focused team. Fast Switch is different. Our consultants and clients tell us everyday! It’s no secret that it’s our great people who make the difference."
Ercot,501 to 1000 Employees,"Austin, TX",Utilities,4.3,4.8,4.4,4.5,4.3,4.0,4.0,See All 120 Reviews,"The Electric Reliability Council of Texas (ERCOT) manages the flow of electric power to 24 million Texas customers -- representing about 90 percent of the state’s electric load. As the independent system operator for the region, ERCOT schedules power on an electric grid that connects more than 46,500 miles of transmission lines and 570+ generation units. It also performs financial settlement for the competitive wholesale bulk-power market and administers retail switching for 7 million premises in competitive choice areas. ERCOT is a membership-based 501(c)(4) nonprofit corporation, governed by a board of directors and subject to oversight by the Public Utility Commission of Texas and the Texas Legislature. Its members include consumers, cooperatives, generators, power marketers, retail electric providers, investor-owned electric utilities, transmission and distribution providers and municipally owned electric utilities.",N/A
Fenwick & West,501 to 1000 Employees,"Mountain View, CA",Legal,4.3,5.0,4.3,3.5,4.0,4.3,4.1,See All 93 Reviews,"Go West, young lawyer. General practice law firm Fenwick & West offers services to national and international high-tech and life sciences clients, with specializations in corporate law (venture capital, mergers, IPOs), intellectual property, domestic and international tax law, and litigation and other dispute-resolution methods. Founded in 1972, Fenwick & West has about 300 attorneys working out of offices in Silicon Valley, San Francisco, New York, Seattle, and Shanghai. The law firm's clients have included such technology industry giants as Apple, Oracle, Electronic Arts, Symantec, and eBay.","Mission: We seek to form effective partnerships with our clients and to provide superior client service. Many of our clients have exceeded their expectations in creating and building successful enterprises; we strive to do the same in the lawyering we provide for our clients. It is important that we not only provide first-rate innovative legal services, but that we also serve as powerful business partners for our clients."
MyComputerCareer,501 to 1000 Employees,"Holly Springs, NC",Education Training Services,4.3,4.1,4.3,3.8,3.9,4.2,4.2,See All 207 Reviews,"MyComputerCareer is a premier Information Technology training program that currently has eight campuses nationwide as well as an online (IDL) Interactive Distance Learning program.

Our company culture is one that makes working at MyCC fun, rewarding, challenging, and personally fulfilling. With aggressive pay structures, work-life balance awareness, and robust benefits packages, MyCC is rapidly becoming the employer of choice in our industry.

MyCC is Nationally accredited by the Accrediting Council for Continuing Education and Training (ACCET), and offers a powerful education to position our students for vastly improving their life. Our team, a collective group of professionals with exceptional knowledge and experience in the field of Information Technology, helps our students build and refine the skills to earn professional certifications in high demand in this industry. These certifications position our students for high earnings and a rewarding career as an IT professional!",N/A
Coursera,501 to 1000 Employees,"Mountain View, CA",Colleges & Universities,4.3,4.3,4.3,3.8,4.0,4.1,3.9,See All 172 Reviews,"Coursera was founded by Stanford professors Daphne Koller and Andrew Ng with a vision of providing life-transforming learning experiences to learners around the world. Today, our platform offers a range of learning opportunities—from hands-on projects and courses to job-ready certificates, career credentials, and degree programs. More than 76 million learners, 100 Fortune 500 companies, and 6,400 campuses, businesses, and governments come to Coursera to access world-class learning anytime, anywhere.",N/A
"CF Real Estate
Hiring Surge",501 to 1000 Employees,"Atlanta, GA",Real Estate,4.3,4.0,4.1,4.1,3.9,4.1,4.1,See All 300 Reviews,"CF Real Estate Services LLC is an Atlanta-based multifamily real estate services firm overseeing roughly 30,000 units. With decades of multifamily industry experience amongst our team, we have evolved into a leading provider of multifamily services including property management, asset management, and consulting.","Mission: Our mission at CF Real Estate Services is to always deliver ""WOW"" through service. We accomplish this by embracing and driving change while building open and honest relationships with communication. While creating fun and a little weirdness, we are continuously building a positive team and family spirit. Being adventurous, creative, and open-minded allows us to be passionate, determined, in the industry."
Pixar Animation Studios,501 to 1000 Employees,"Emeryville, CA",Motion Picture Production & Distribution,4.3,4.3,4.5,4.0,4.0,3.7,3.6,See All 206 Reviews,"Pixar Animation Studios, a wholly owned subsidiary of The Walt Disney Company, is an Academy Award®-winning film studio with world-renowned technical, creative and production capabilities in the art of computer animation. The Northern California studio has created some of the most successful and beloved animated films of all time, including “Toy Story,” “Monsters, Inc.,” “Cars,” “The Incredibles,” “Ratatouille,” “WALL•E,” “Up,” “Toy Story 3,” “Brave,” “Inside Out,” and “Coco.” Its movies have won 37 Academy Awards® and have grossed more than $14 billion at the worldwide box office. ""Soul,"" Pixar's 23rd feature, is currently streaming on Disney+. Pixar’s upcoming feature film “Luca,” releases June 18, 2021.

Pixar's objective is to combine groundbreaking technology and world-class creative talent to develop computer-animated feature films with memorable characters and heartwarming stories that appeal to audiences of all ages.",N/A
ActiveCampaign,501 to 1000 Employees,"Chicago, IL",Computer Hardware & Software,4.3,4.5,4.3,4.3,3.9,4.6,4.2,See All 117 Reviews,"ActiveCampaign's category-defining Customer Experience Automation (CXA) platform helps over 130,000 businesses in 170 countries meaningfully engage with their customers.

The platform gives businesses of all sizes access to hundreds of pre-built automations that combine email marketing, marketing automation, CRM, and machine learning for powerful segmentation and personalization across social, email, messaging, chat, and text.

Over 70% of ActiveCampaign's customers use its 300+ integrations including Shopify, Square, Facebook, and Salesforce. ActiveCampaign scores higher in customer satisfaction than any other solution in both Marketing Automation and CRM All-In-One on G2.com.",N/A
DigitalOcean,501 to 1000 Employees,"New York, NY",IT Services,4.3,4.0,4.2,4.3,3.7,4.2,4.0,See All 144 Reviews,"DigitalOcean, the cloud for developers, is a dynamic, high-growth technology company that serves a passionate community of technologists around the world. We want to simplify cloud computing for every developer and are working on some of the most challenging and interesting problems in cloud computing.","Mission: Our mission is to simplify cloud computing so developers and their teams can spend more time building software that changes the world.

We’re always thinking of ways to make developers’ lives easier, including an intuitive interface and flexible API, a robust set of features, thousands of tutorials, and one of the largest libraries of open source resources available. We’re independent thinkers, open communicators, and voracious learners. We get the job done—and we have fun doing it!"
